disposition,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
CONFIRMED,8.99213,0.0811,5.62,,100.0,,5428.0,0.92,0.88,,4.449
CONFIRMED,8.99218,,5.38,21.1,,,5315.0,0.87,0.87,0.0,4.43
CONFIRMED,20.6602,0.1412,3.32,,33.0,,5428.0,0.92,0.88,,4.449
CONFIRMED,20.66093,0.13843,3.134,8.1,,634.0,5271.0,0.86,0.83,-0.06,4.49
CONFIRMED,20.66093,,3.01,5.7,26.2,577.0,5274.0,0.855,0.84,-0.03,4.49
CONFIRMED,20.661623,,3.11517954,,,,5415.0,0.839164,0.915819,0.03,4.73
CONFIRMED,20.65614,,3.48,8.1,,,5315.0,0.87,0.87,0.0,4.43
CONFIRMED,20.65614,0.1407,3.48,,27.4,583.0,5315.0,0.87,0.87,0.0,4.43
CONFIRMED,20.66186,0.1399,2.74,,,,,0.845,0.856,,
CONFIRMED,20.66178,,2.73,,,,,0.757,,,
CONFIRMED,20.6602,0.1399,3.01,12.1,25.6,619.0,5275.0,0.845,0.856,-0.02,4.49
CONFIRMED,20.660987,,2.88,,,,4686.0,0.72,,,
CONFIRMED,31.71701,0.18422,3.484,6.7,,550.0,5271.0,0.86,0.83,-0.06,4.49
CONFIRMED,31.7154,0.1879,3.77,,18.7,,5428.0,0.92,0.88,,4.449
CONFIRMED,31.7169,,3.33,13.7,14.8,500.0,5274.0,0.855,0.84,-0.03,4.49
CONFIRMED,31.7236,,3.14,,,,,0.757,,,
CONFIRMED,31.7142,0.1862,3.27,,,,,0.845,0.856,,
CONFIRMED,31.7154,0.1862,3.43,10.3,14.5,537.0,5275.0,0.845,0.856,-0.02,4.49
CONFIRMED,31.71922,,3.75,35.0,,,5315.0,0.87,0.87,0.0,4.43
CONFIRMED,31.715868,,3.13,,,,4686.0,0.72,,,
CONFIRMED,31.71922,0.1873,3.75,,15.4,505.0,5315.0,0.87,0.87,0.0,4.43
CONFIRMED,31.715061,,3.41411198,,,,5415.0,0.839164,0.915819,0.03,4.73
CONFIRMED,4.34882,0.04951,1.01,,,,,0.845,0.856,,
CONFIRMED,4.3491,,2.2,,,,,0.757,,,
CONFIRMED,4.34934,0.04899,1.212,2.1,,1066.0,5271.0,0.86,0.83,-0.06,4.49
CONFIRMED,1.995,0.0142,2.62,,,698.0,3157.0,0.3,0.117,,4.55
CONFIRMED,2.297991508,,2.32710652,,68.5516,733.88,3650.0,0.590525,,,4.66
CONFIRMED,2.2979749,0.02839,2.05124347,,,830.0,3750.0,0.595,0.578,0.148,4.65
CONFIRMED,2.298,0.041,1.95,,,701.0,3855.0,0.583,0.599,,4.683
CONFIRMED,8.205,0.0594,1.92,,,635.0,4141.0,0.602,0.63,,4.677
CONFIRMED,24.93,0.1275,2.1,,,318.0,3710.0,0.549,0.478,,4.63
CONFIRMED,3.262,0.0331,2.43,,,707.0,3752.0,0.505,0.517,,4.743
CONFIRMED,6.93,0.0419,2.2,,,423.0,3287.0,0.298,0.274,,4.84
CONFIRMED,1.256,0.0198,2.28,,,1114.0,3924.0,0.688,0.507,,4.462
CONFIRMED,12.4551225,0.1016,8.675766,82.6358,45.7,650.0,5282.0,0.822,0.901,0.098,4.566
CONFIRMED,5.4252061,,0.868,,,,2890.0,0.16,,,
CONFIRMED,5.42526,,3.17,,,,,0.529,,,
CONFIRMED,5.4224,,,,,,3318.0,0.909623,0.349,,4.06317
CONFIRMED,5.424865,,5.04,1175.971,,,3540.0,1.05,0.56,,
CONFIRMED,5.42513,0.0409,5.76,1144.188,,850.0,3410.0,1.1,0.31,,3.84
CONFIRMED,13.7748361,,2.67656,,114.929,912.0,6266.98,1.47,,,4.19069
CONFIRMED,13.772626,,2.2,,,,,1.25,,,
CONFIRMED,13.773,,,,,,6266.98,1.46908,1.221,-0.082,4.19069
CONFIRMED,13.773,,2.17,,,,,1.469,,,
CONFIRMED,13.774798,,2.77,,,969.0,6232.0,1.5,1.23,-0.03,4.18
CONFIRMED,13.773826,,3.29495202,,,,6114.0,1.682578,,-0.15,4.01
CONFIRMED,9.398977,,1.79,,,909.0,5994.0,1.06,1.1,0.08,4.43
CONFIRMED,22.996591,,2.72,,,673.0,5994.0,1.06,1.1,0.08,4.43
CONFIRMED,22.99592,,2.5,,,,6010.0,1.043,,,4.426
CONFIRMED,17.70632,,2.2,,,266.0,3315.0,0.28,0.27,0.09,4.97
CONFIRMED,17.703,,,,,,3266.0,0.289676,0.264883,,4.9373
CONFIRMED,17.7037,,1.76,,,,,0.205,,,
CONFIRMED,14.759859,,,,,,6070.0,1.186,,,4.318
CONFIRMED,14.75650149,,5.7395617,,102.1266,810.78,5790.7,1.20174,,,4.3
CONFIRMED,14.759287,,6.18,,,826.0,5880.0,1.22,1.06,0.07,4.29
CONFIRMED,14.759595,,5.3,,,,6070.0,1.186,,,4.318
CONFIRMED,5.113981,,5.65,,,1380.0,6502.0,1.49,1.36,0.17,4.22
CONFIRMED,5.113823,,5.0,,,,6890.0,1.409,,,4.274
CONFIRMED,5.113835036,,5.67086336,,832.2294,1369.87,6315.7,1.50876,,,4.17
CONFIRMED,5.1138428,,,,,,6890.0,1.409,,,4.274
CONFIRMED,12.2812,,2.47,,,,,1.323,,,
CONFIRMED,12.281,,,,,,6272.0,1.33471,1.22,,4.27365
CONFIRMED,12.283211,,2.21,,,949.0,6222.0,1.33,1.23,0.1,4.28
CONFIRMED,12.282343,,2.52633631,,,,5985.0,1.410373,,0.08,4.14
CONFIRMED,21.191788,,1.3172461,,,,5277.0,0.782112,,-0.2,4.54
CONFIRMED,21.194733,,1.22,,,569.0,5424.0,0.8,0.86,-0.17,4.56
CONFIRMED,21.1976,,1.33,,,,,0.7747,,,
CONFIRMED,21.199,,,,,,5296.77,0.797924,0.91,-0.206,4.59319
CONFIRMED,16.273563,,2.62,,,850.0,5869.0,1.32,0.94,-0.27,4.17
CONFIRMED,16.27284,,2.10886389,,,,5656.0,1.064948,,-0.28,4.23
CONFIRMED,16.271,,,,,,5940.0,1.25863,1.08,,4.27169
CONFIRMED,16.2713,,2.77,,,,,1.27,,,
CONFIRMED,3.85064,,1.073,,,,,0.51,,,
CONFIRMED,3.85,,,,,,4504.0,0.626953,0.708,,4.69363
CONFIRMED,3.850614,,1.03,,,783.0,4558.0,0.63,0.66,-0.23,4.65
CONFIRMED,19.507428,,1.92,,,508.0,4857.0,0.72,0.74,-0.11,4.59
CONFIRMED,19.508,,2.11,,,,,0.576,,,
CONFIRMED,2.99561,,11.99363,352.7913,,,6132.0,1.22,0.64,0.24,4.17
CONFIRMED,2.995607,0.04419,15.13215,559.3808,,1742.0,6132.0,1.526,1.281,0.24,4.173
CONFIRMED,2.995633,,13.1,,,,,1.38,,,
CONFIRMED,2.99529334,,,,,,6135.47,1.4022,1.162,0.0284,4.20966
CONFIRMED,2.995629,0.0465,15.434793,539.67534,,1715.0,6149.0,1.58,1.226,0.0,4.2
CONFIRMED,2.99563536,,,,,,6087.0,1.66,1.31,0.15,4.106
CONFIRMED,2.995646,,13.96620332,,,,5990.0,1.454974,1.119935,-0.01,4.11
CONFIRMED,2.996,,,,,,6135.47,1.4022,1.162,0.0284,4.20966
CONFIRMED,2.995633,0.0426,13.96,,,1559.0,6071.0,1.44,1.15,0.03,4.18
CONFIRMED,2.9956366,,13.1937,,963.566,1552.0,6135.5,1.4,,,4.21
CONFIRMED,2.9956348,0.0442,13.75,,,1687.0,6168.0,1.42,1.16,0.01,4.2
CONFIRMED,2.9956372,,13.7,,,,,1.4,,,
CONFIRMED,2.995653,,13.8,,,,6380.0,1.398,,,4.239
CONFIRMED,2.995654,0.0445,16.14096,563.51259,,,6087.0,1.66,1.31,0.15,4.106
CONFIRMED,29.729,,,,,,5464.0,1.11294,0.96,,4.32739
CONFIRMED,29.740451,,3.36,,,606.0,5532.0,1.13,0.93,0.08,4.3
CONFIRMED,29.7361,,3.52,,,,,1.144,,,
CONFIRMED,36.5563,,3.18,,,,,1.1,,,
CONFIRMED,36.556251,,2.96787013,,,,5759.0,1.035241,,-0.03,4.31
CONFIRMED,36.552551,,3.21,,,598.0,5817.0,1.16,0.98,-0.05,4.3
CONFIRMED,11.561052,,2.03,,,861.0,5920.0,1.09,1.01,-0.06,4.36
CONFIRMED,11.561514,,2.4,,,,6140.0,1.406,,,4.255
CONFIRMED,2.78711,,2.0,,,,,0.507,,,
CONFIRMED,2.787174,,1.65,,,653.0,3804.0,0.46,0.49,-0.1,4.8
CONFIRMED,7.67689,,2.44,,,,,0.507,,,
CONFIRMED,7.676972,,2.02,,,465.0,3804.0,0.46,0.49,-0.1,4.8
CONFIRMED,7.676984,,2.3,,,,3790.0,0.465,,,4.79
CONFIRMED,3.3557219,,1.9149,,37.2966,688.0,3807.0,0.56,,,4.68
CONFIRMED,3.35585,,1.59,,,722.0,4374.0,0.49,0.51,-0.95,4.76
CONFIRMED,3.355854,,1.6,,,,3860.0,0.551,,,4.72
CONFIRMED,10.367437,,2.11,,,437.0,3779.0,0.52,0.56,0.26,4.74
CONFIRMED,10.366,,,,,,3675.0,0.539401,0.535622,,4.7031
CONFIRMED,10.36627,,1.82,,,,,0.4,,,
CONFIRMED,26.201446,,2.26,,,450.0,4801.0,0.7,0.71,-0.18,4.6
CONFIRMED,26.1956,,2.08,,,,,0.656,,,
CONFIRMED,26.197022,,2.36213049,,,,4789.0,0.692258,,-0.18,4.71
CONFIRMED,26.198,,,,,,4678.0,0.709927,0.746,,4.60838
CONFIRMED,26.19445485,,2.99459349,,8.8138,439.45,4678.0,0.709927,,,4.60838
CONFIRMED,7.18662,,2.58,,,,,0.584,,,
CONFIRMED,7.187257,,2.41,,,640.0,4599.0,0.63,0.66,-0.26,4.65
CONFIRMED,7.187,,,,,,4391.0,0.617099,0.687,,4.69431
CONFIRMED,4.688418,,3.26,,,908.0,5077.0,0.85,0.83,0.13,4.5
CONFIRMED,4.688625,,3.8,,,,5220.0,0.828,,,4.545
CONFIRMED,4.6886342,,3.36071,,133.083,946.0,4954.0,0.87,,,4.47
CONFIRMED,12.550171,,2.67,,,655.0,5077.0,0.85,0.83,0.13,4.5
CONFIRMED,12.550896,,2.6,,,,5220.0,0.828,,,4.545
CONFIRMED,9.029,,,,,,5274.0,0.786068,0.9,,4.60139
CONFIRMED,9.032178,,1.38,,,518.0,4385.0,0.49,0.54,-0.66,4.78
CONFIRMED,9.0333,,2.75,,,,,0.825,,,
CONFIRMED,2.3996463,,1.52,,,,4326.0,0.67,,,
CONFIRMED,2.39991,0.0306,1.08,,132.0,,4426.0,0.601,0.663,,4.697
CONFIRMED,2.39984,0.032,1.4,,217.4,979.0,4680.0,0.72,0.76,0.04,4.56
CONFIRMED,2.399964,0.031,1.32,,211.0,,4402.71,0.619575,0.701968,,
CONFIRMED,2.39901,,1.27,,,,,0.603,,,
CONFIRMED,5.60871,,1.9,,,,,0.603,,,
CONFIRMED,5.60906,0.0539,1.69,,42.0,,4426.0,0.601,0.663,,4.697
CONFIRMED,5.6084,,2.2,,,766.0,4523.0,0.69,,0.05,
CONFIRMED,5.6089465,,2.17,,,,4326.0,0.67,,,
CONFIRMED,5.608352,0.055,1.93,,68.0,,4402.71,0.619575,0.701968,,
CONFIRMED,5.60912,0.0564,2.09,,70.1,737.0,4680.0,0.72,0.76,0.04,4.56
CONFIRMED,5.60967748,,,,,,4323.44,0.779092,0.68,0.054,4.4874
CONFIRMED,4.163873,,1.54,,,1158.0,5789.0,1.04,0.98,-0.02,4.39
CONFIRMED,19.991944,,2.74,,,687.0,5789.0,1.04,0.98,-0.02,4.39
CONFIRMED,19.991,,,,,,5799.0,0.977396,1.04,,4.47496
CONFIRMED,19.9901,,2.81,,,,,1.006,,,
CONFIRMED,7.80692,,3.03,,,,,1.103,,,
CONFIRMED,7.80651068,,,,,,5739.0,1.03974,1.03,,4.41706
CONFIRMED,7.806,,,,,,5739.0,1.03974,1.03,,4.41706
CONFIRMED,7.806164,,2.54,,,934.0,5769.0,1.05,1.02,0.08,4.4
CONFIRMED,3.665912,,1.37,,,1160.0,5791.0,0.95,0.98,-0.05,4.47
CONFIRMED,8.236486,,2.0,,,,5930.0,0.923,,,4.497
CONFIRMED,8.234885,,1.92,,,885.0,5791.0,0.95,0.98,-0.05,4.47
CONFIRMED,14.871387,,2.23,,,727.0,5791.0,0.95,0.98,-0.05,4.47
CONFIRMED,14.869943,,4.4,,,,5930.0,0.923,,,4.497
CONFIRMED,3.793306,,1.56,,,543.0,3669.0,0.41,0.43,-0.04,4.86
CONFIRMED,3.794,,,,,,3510.0,0.421881,0.415947,,4.80673
CONFIRMED,5.7385647,0.0632,2.25,,,1066.0,5790.0,0.92,0.96,-0.12,4.49
CONFIRMED,21.0267366,0.1599,2.29,,,624.0,5568.0,0.86,0.9,-0.11,4.52
CONFIRMED,16.3488637,0.145,3.72,,,735.0,5794.0,1.0,0.98,-0.02,4.43
CONFIRMED,11.2510285,0.0863,2.68,,,888.0,5650.0,0.91,0.93,-0.07,4.49
CONFIRMED,1.4226108,,1.55,,,,4886.0,0.74,,,
CONFIRMED,1.422647,0.02308,1.45,,570.0,,4953.0,0.75,0.81,,4.598
CONFIRMED,1.422614,0.0223,1.43,3.9,529.0,1224.0,4916.0,0.718,0.79,-0.09,4.621
CONFIRMED,1.422586,,1.291,5.1,492.0,1200.0,4836.0,0.717,0.76,0.0,4.55
CONFIRMED,1.422602,,1.407,,,,,0.729,,,
CONFIRMED,1.42266,0.023,1.32,,546.3,1232.0,4924.0,0.74,0.8,-0.03,4.65
CONFIRMED,1.422614,0.02288,1.43,4.3,519.0,1328.0,4916.0,0.718,0.79,,
CONFIRMED,1.422619,,1.46748911,,,,4944.0,0.745987,0.800265,-0.03,4.7
CONFIRMED,5.34072,0.05574,2.65,,97.8,,4953.0,0.75,0.81,,4.598
CONFIRMED,5.340786,,2.41,26.0,84.0,772.0,4836.0,0.717,0.76,0.0,4.55
CONFIRMED,5.34059,0.0555,2.8,,93.6,793.0,4924.0,0.74,0.8,-0.03,4.65
CONFIRMED,5.3408934,,2.82,,,,4886.0,0.74,,,
CONFIRMED,5.340883,,3.58036658,,,,4944.0,0.745987,0.800265,-0.03,4.7
CONFIRMED,5.3410507,,3.12,,,,4953.0,0.726,0.81,,4.598
CONFIRMED,5.340888,0.05528,3.2,7.9,89.0,854.0,4916.0,0.718,0.79,,
CONFIRMED,5.34107237,,,,,,4772.39,0.75412,0.769,-0.047,4.56911
CONFIRMED,5.340888,0.054,3.2,7.8,90.0,788.0,4916.0,0.718,0.79,-0.09,4.621
CONFIRMED,9.79692,0.0883,,15.23,115.0,912.0,5679.0,0.98,0.958,0.01,4.435
CONFIRMED,23.448172,,2.906,,,,5561.0,1.051,0.823,-0.021,4.313
CONFIRMED,23.446501,,2.71,,,,5484.0,0.87,,,
CONFIRMED,23.4302,,,,,,5568.0,1.05771,0.982,,4.38144
CONFIRMED,23.446873,,2.89705396,,,,5869.0,0.986872,,0.02,4.53
CONFIRMED,23.44701,,3.24,,,,,1.115,,,
CONFIRMED,15.937039,,2.359,,,,5601.0,0.94,0.825,-0.216,4.406
CONFIRMED,15.93709,,1.87,,,,,0.731,,,
CONFIRMED,15.937378,,1.84,,,,4574.0,0.7,,,
CONFIRMED,20.645099,,2.413,,,,4348.0,0.625,0.756,-0.351,4.726
CONFIRMED,20.643928,,2.54,,,,4396.0,0.68,,,
CONFIRMED,20.646,,2.38,,,,,0.58,,,
CONFIRMED,5.02629,,1.322,,,,,0.577,,,
CONFIRMED,5.025598,,1.332,,,,4663.0,0.663,0.746,-0.25,4.667
CONFIRMED,5.025831,,1.72,,,,4679.0,0.72,,,
CONFIRMED,9.65869,,1.38,,,,,0.577,,,
CONFIRMED,9.660186,,1.361,,,,4663.0,0.663,0.746,-0.25,4.667
CONFIRMED,20.201085,,1.948,,,,4663.0,0.663,0.746,-0.25,4.667
CONFIRMED,20.2009,,1.89,,,,,0.577,,,
CONFIRMED,5.76218,,1.217,,,,,0.868,,,
CONFIRMED,5.761612,,1.313,,,,5682.0,0.881,0.735,-0.234,4.418
CONFIRMED,5.761359,,1.37311054,,,,5744.0,0.901705,,-0.14,4.57
CONFIRMED,5.7619248,,1.37,,,,5350.0,0.83,,,
CONFIRMED,4.44117,0.0511,1.61,,213.3,974.0,5413.0,0.85,0.9,-0.03,4.52
CONFIRMED,4.44118,0.05105,1.66,,240.0,,5512.0,0.87,0.9,,4.512
CONFIRMED,4.4434,,1.39,,193.0,949.0,5352.0,0.809,0.84,-0.08,4.53
CONFIRMED,4.4436649,,1.5,,,,4740.0,0.72,,,
CONFIRMED,4.443774,,1.52572113,,,,5382.0,0.818403,0.886868,-0.07,4.66
CONFIRMED,4.4436,,1.57,,,,,0.792,,,
CONFIRMED,6.42904,0.0654,2.75,,130.3,861.0,5413.0,0.85,0.9,-0.03,4.52
CONFIRMED,6.42973,0.06534,2.65,,146.0,,5512.0,0.87,0.9,,4.512
CONFIRMED,6.4295023,,2.5,,,,4740.0,0.72,,,
CONFIRMED,6.43032491,,,,,,4927.0,0.858018,0.809,,4.47902
CONFIRMED,6.429582,,2.59811964,,,,5382.0,0.818403,0.886868,-0.07,4.66
CONFIRMED,6.42966,,2.41,,118.0,839.0,5352.0,0.809,0.84,-0.08,4.53
CONFIRMED,6.42959,,2.64,,,,,0.792,,,
CONFIRMED,14.0919,0.1102,2.59,,51.6,,5512.0,0.87,0.9,,4.512
CONFIRMED,14.090907,,2.33,,,,4740.0,0.72,,,
CONFIRMED,14.09229,,2.31,12.5,41.3,646.0,5352.0,0.809,0.84,-0.08,4.53
CONFIRMED,14.09189,0.1103,2.73,,45.7,663.0,5413.0,0.85,0.9,-0.03,4.52
CONFIRMED,14.09292,,2.58,,,,,0.792,,,
CONFIRMED,14.090996,,2.41175864,,,,5382.0,0.818403,0.886868,-0.07,4.66
CONFIRMED,2.1408063,,2.59639,,428.205,1267.0,5372.0,1.0,,,4.40929
CONFIRMED,2.14084,,3.207,,,,5377.0,0.971,0.984,0.018,4.454
CONFIRMED,2.14084,,3.207,,,,5377.0,0.971,0.984,0.018,4.454
CONFIRMED,3.115,,,,,,4952.0,0.74956,0.82,,4.60227
CONFIRMED,3.114878,,12.5,,,,,0.77,,,
CONFIRMED,3.114893076,,12.11200864,,198.0922,956.83,4973.0,0.74956,,,4.438
CONFIRMED,3.1149085,,12.03,,,,,0.718,,,
CONFIRMED,3.11491262,,,,,,4952.0,0.74956,0.82,,4.60227
CONFIRMED,3.114905,,13.024,,,,4925.0,0.736,0.958,-0.107,4.683
CONFIRMED,9.84413,,3.23,,,,,0.9395,,,
CONFIRMED,9.844,,,,,,5500.23,0.957455,0.96,0.0182,4.4581
CONFIRMED,9.844017,,3.0,,,,,0.91,,,
CONFIRMED,9.844077,,2.945,,,,5479.0,0.922,0.847,-0.064,4.437
CONFIRMED,11.02066,,2.061,,,,6138.0,1.486,1.158,0.049,4.156
CONFIRMED,11.0213,,2.25,,,,,1.507,,,
CONFIRMED,4.521953,,1.593,,,,5789.0,0.907,0.731,-0.292,4.386
CONFIRMED,4.521953,,1.593,,,,5789.0,0.907,0.731,-0.292,4.386
CONFIRMED,16.43445,,2.213,,,,5789.0,0.907,0.731,-0.292,4.386
CONFIRMED,16.43445,,2.213,,,,5789.0,0.907,0.731,-0.292,4.386
CONFIRMED,14.453895,,2.243,,,,5822.0,1.543,1.119,-0.091,4.107
CONFIRMED,14.4584,,2.84,,,,,1.551,,,
CONFIRMED,14.460563,,1.75532562,,,,5838.0,1.065474,,0.03,4.32
CONFIRMED,14.443,,,,,,5826.08,1.54893,1.05,-0.054,4.0792
CONFIRMED,5.776475,,1.736,,,,5937.0,1.149,0.908,-0.176,4.275
CONFIRMED,5.776475,,1.736,,,,5937.0,1.149,0.908,-0.176,4.275
CONFIRMED,12.83306,,1.82,,,,,0.649,,,
CONFIRMED,12.832235,,1.693,,,,4200.0,0.691,0.821,-0.008,4.673
CONFIRMED,12.83724862,,,,,,4314.0,0.697984,0.674,,4.57904
CONFIRMED,2.060438,,2.88,,,,4823.0,0.732,0.923,-0.206,4.674
CONFIRMED,2.06,,,,,,4854.0,0.736421,0.79,,4.60144
CONFIRMED,2.060368,,3.16,,,,,0.727,,,
CONFIRMED,8.777247,,2.181,,,,4603.0,0.751,0.856,-0.045,4.615
CONFIRMED,8.7783,,2.27,,,,,0.69,,,
CONFIRMED,4.01593,,1.90553,19.0698,,,5757.0,1.38,2.24,0.28,4.35
CONFIRMED,4.01593,0.0503,1.655,7.7,490.0,1310.0,5705.0,1.141,1.054,0.235,
CONFIRMED,4.01668,,1.55,6.0,500.0,1189.0,5679.0,0.924,1.04,0.23,4.32
CONFIRMED,4.01593,0.04994,1.54,7.3,426.0,1266.0,5731.0,1.06,1.03,0.26,4.38
CONFIRMED,4.01663,,1.96,,,,,1.241,,,
CONFIRMED,4.01593,0.0506,1.55,12.0,465.9,1184.0,5757.0,1.1,1.07,0.28,4.35
CONFIRMED,4.01628,0.05073,1.64,,480.0,,5758.0,1.12,1.08,,4.364
CONFIRMED,10.56103,0.0964,2.42,9.9,128.3,858.0,5757.0,1.1,1.07,0.28,4.35
CONFIRMED,10.56131,,2.83,,,,,1.241,,,
CONFIRMED,10.56103,0.0959,2.49,7.4,135.3,949.0,5705.0,1.141,1.054,0.235,
CONFIRMED,10.56104,,2.18,7.7,131.0,862.0,5679.0,0.924,1.04,0.23,4.32
CONFIRMED,10.56103,0.09514,2.29,8.3,117.0,916.0,5731.0,1.06,1.03,0.26,4.38
CONFIRMED,10.56098,0.0967,2.41,,132.0,,5758.0,1.12,1.08,,4.364
CONFIRMED,9.401312,,2.729,,,,5911.0,1.32,0.993,-0.049,4.194
CONFIRMED,9.40172,,1.96,,,,,1.13,,,
CONFIRMED,7.9389334,,1.075,,,,4473.0,0.675,0.754,-0.244,4.653
CONFIRMED,7.9388,,0.94,,,,,0.616,,,
CONFIRMED,7.939256,,1.08322371,,,,4661.0,0.645652,,-0.33,4.66
CONFIRMED,16.0382,,,,,,4710.0,0.62,,,
CONFIRMED,16.038474,,2.0,,,,,0.7,,,
CONFIRMED,16.035054,,2.05816745,,,,4661.0,0.645652,,-0.33,4.66
CONFIRMED,16.034656,,2.0,,,,4473.0,0.675,0.754,-0.244,4.653
CONFIRMED,16.0343,,2.05,,,,,0.616,,,
CONFIRMED,26.804998,,1.53157981,,,,4661.0,0.645652,,-0.33,4.66
CONFIRMED,26.803023,,1.689,,,,4473.0,0.675,0.754,-0.244,4.653
CONFIRMED,26.8054,,1.48,,,,,0.616,,,
CONFIRMED,21.7,,2.38,,,,,0.811,,,
CONFIRMED,21.697619,,2.77059123,,,,5570.0,0.88176,,0.0,4.61
CONFIRMED,21.700156,,2.072,,,,5452.0,0.811,0.922,-0.027,4.585
CONFIRMED,1.865962,,1.564,,,,5129.0,0.804,1.061,0.187,4.655
CONFIRMED,1.865979,,1.85861238,,,,5231.0,0.825125,,0.21,4.68
CONFIRMED,1.866025,,1.75,,,,,0.878,,,
CONFIRMED,2.231527,,1.076,,,,3623.0,0.348,0.33,0.068,4.874
CONFIRMED,4.19525,,1.05,,,,,0.257,,,
CONFIRMED,4.194766,,1.191,,,,3623.0,0.348,0.33,0.068,4.874
CONFIRMED,6.6791,,1.1,,,,,0.257,,,
CONFIRMED,6.679582,,1.392,,,,3623.0,0.348,0.33,0.068,4.874
CONFIRMED,9.71601,,1.14,,,,,0.257,,,
CONFIRMED,9.715043,,1.345,,,,3623.0,0.348,0.33,0.068,4.874
CONFIRMED,13.62749,,2.222,,,,3623.0,0.348,0.33,0.068,4.874
CONFIRMED,13.6274,,,,,,3860.0,0.257,,,
CONFIRMED,13.62757,,1.78,,,,,0.257,,,
CONFIRMED,2.38098,,1.72,,,,,0.734,,,
CONFIRMED,2.380867,,1.539,,,,4844.0,0.761,0.927,-0.224,4.64
CONFIRMED,7.47372,,,,,,5592.0,1.01,,,
CONFIRMED,7.47331,,2.74,,,,,1.012,,,
CONFIRMED,7.473223,,2.32,,,,5749.0,0.97,0.911,0.074,4.424
CONFIRMED,28.735327,,7.322,,,,3572.0,0.585,0.57,0.126,4.66
CONFIRMED,28.7342,,8.22,,,,,0.664,,,
CONFIRMED,28.735998,,4.0,,,,,0.35,,,
CONFIRMED,6.339069,,3.66,,,,5367.0,0.897,0.842,0.124,4.456
CONFIRMED,6.3392677,,3.91968,,120.002,922.0,5289.0,0.93,,,4.46
CONFIRMED,6.339069,,3.66,,,,5367.0,0.897,0.842,0.124,4.456
CONFIRMED,6.33932,,3.9,,138.0,874.0,5310.0,0.91,0.93,0.24,4.42
CONFIRMED,8.583566,,2.118,,,,5782.0,1.084,0.802,-0.034,4.273
CONFIRMED,8.58289,,2.33,,179.0,932.0,5773.0,1.094,0.99,0.038,4.31
CONFIRMED,8.584043,,2.184,,,,5782.0,1.084,0.802,-0.034,4.273
CONFIRMED,20.851337,,2.04,,,,5782.0,1.084,0.802,-0.034,4.273
CONFIRMED,20.851337,,2.04,,,,5782.0,1.084,0.802,-0.034,4.273
CONFIRMED,4.60543,0.062,8.2,50.3,,,4881.0,3.88,1.53,0.32,3.44
CONFIRMED,4.60497,0.0574,5.71,39.8,1356.0,1670.0,4912.0,2.93,1.192,0.43,3.58
CONFIRMED,4.6028,,,,,,4911.0,3.12057,,0.39,
CONFIRMED,4.60543,,6.27704,28.6047,,,4881.0,2.97,0.66,0.32,3.44
CONFIRMED,4.6049829,,1.67,,,,4843.0,0.74,,,
CONFIRMED,4.60497,0.05708,7.09,,1148.0,,4993.0,2.59,1.17,,3.682
CONFIRMED,4.60547,,6.4,37.6,1370.0,1550.0,4915.0,3.08,1.38,0.43,3.58
CONFIRMED,3.312792,,4.662,,,,5558.0,0.966,0.789,-0.116,4.368
CONFIRMED,3.312792,,4.662,,,,5558.0,0.966,0.789,-0.116,4.368
CONFIRMED,3.3129214,,4.28877,,260.965,1119.0,5512.0,0.98,,,4.44
CONFIRMED,4.622654,,1.371,,,,5543.0,0.566,0.757,-0.543,4.973
CONFIRMED,4.622654,,1.371,,,,5543.0,0.566,0.757,-0.543,4.973
CONFIRMED,15.398723,,1.85,,,,5726.0,1.058,0.841,-0.238,4.314
CONFIRMED,15.398723,,1.85,,,,5726.0,1.058,0.841,-0.238,4.314
CONFIRMED,10.413181,,2.352,,,,5678.0,1.071,0.881,0.076,4.321
CONFIRMED,10.41144,,,,,,5540.0,1.12,,,
CONFIRMED,5.0957983,,1.92318,,28.5068,643.0,4197.0,0.7,,,4.56
CONFIRMED,5.095717,,1.692,,,,4938.0,0.631,0.478,-0.388,4.515
CONFIRMED,5.09582,,,,,,4490.0,0.58,,,
CONFIRMED,4.803352,,2.597,,,,5007.0,0.783,0.952,-0.033,4.628
CONFIRMED,4.803352,,2.597,,,,5007.0,0.783,0.952,-0.033,4.628
CONFIRMED,8.491282,,3.395,,,,5007.0,0.783,0.952,-0.033,4.628
CONFIRMED,8.491282,,3.395,,,,5007.0,0.783,0.952,-0.033,4.628
CONFIRMED,0.673862,,1.579,,,,5236.0,0.92,0.954,0.237,4.488
CONFIRMED,0.673862,,1.579,,,,5236.0,0.92,0.954,0.237,4.488
CONFIRMED,25.76051,,3.124,,,,5236.0,0.92,0.954,0.237,4.488
CONFIRMED,3.572326,,2.417,,,,5387.0,0.966,0.937,0.11,4.435
CONFIRMED,3.572326,,2.417,,,,5387.0,0.966,0.937,0.11,4.435
CONFIRMED,6.393025,,2.274,,,,5946.0,1.239,0.945,-0.257,4.227
CONFIRMED,6.393025,,2.274,,,,5946.0,1.239,0.945,-0.257,4.227
CONFIRMED,18.787839,,5.098,,,,5946.0,1.239,0.945,-0.257,4.227
