disposition,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
CONFIRMED,18.787839,,5.098,,,,5946.0,1.239,0.945,-0.257,4.227
REFUTED,0.760019018,,7.29025894,,9667.9228,2529.02,5690.2,1.65999,,,4.0
REFUTED,0.759978,,6.049,,,,5690.0,1.541,0.783,0.252,3.956
REFUTED,0.759978,,6.049,,,,5690.0,1.541,0.783,0.252,3.956
CONFIRMED,10.0044,0.0715,1.69,,8.9,,4044.0,0.435,0.487,,4.849
CONFIRMED,10.00617969,,,,,,4120.0,0.684348,0.64,,4.57369
CONFIRMED,10.00329,0.0777,2.37,,,563.0,4197.0,0.6,0.63,-0.12,
CONFIRMED,10.0051,,2.29,,,,,0.572,,,
CONFIRMED,10.003417,0.078,2.1,,15.6,,4014.73,0.569359,0.635026,,
CONFIRMED,10.00361,,2.57,,,,4077.0,0.62,,,
CONFIRMED,3.865053,,1.163,,,,3578.0,0.382,0.374,-0.051,4.847
CONFIRMED,3.865053,,1.163,,,,3578.0,0.382,0.374,-0.051,4.847
CONFIRMED,6.293099,,2.262,,,,4213.0,0.675,0.87,-0.098,4.719
CONFIRMED,6.293099,,2.262,,,,4213.0,0.675,0.87,-0.098,4.719
CONFIRMED,17.27474,,2.678,,,,5716.0,1.28,0.944,-0.378,4.197
CONFIRMED,17.27474,,2.678,,,,5716.0,1.28,0.944,-0.378,4.197
CONFIRMED,33.589979,,5.333,,,,5511.0,0.886,0.784,-0.162,4.439
CONFIRMED,33.589979,,5.333,,,,5511.0,0.886,0.784,-0.162,4.439
CONFIRMED,33.5920255,,9.88421,,134.883,949.0,5468.0,0.91,,,4.5
CONFIRMED,13.115365,,2.53,,,,3748.0,0.552,0.552,0.005,4.695
CONFIRMED,13.115365,,2.53,,,,3748.0,0.552,0.552,0.005,4.695
CONFIRMED,3.435453,,3.806,,,,4927.0,0.765,1.034,0.132,4.685
CONFIRMED,3.435471,,4.569,,,,4927.0,0.765,1.034,0.132,4.685
CONFIRMED,3.4355113,,4.18368,,146.577,969.0,4870.0,0.8,,,4.53
CONFIRMED,22.549406,,4.602,,,,5784.0,0.961,0.798,-0.038,4.374
CONFIRMED,22.549406,,4.602,,,,5784.0,0.961,0.798,-0.038,4.374
CONFIRMED,4.941907,,1.283,,,,5563.0,0.927,0.881,0.014,4.45
CONFIRMED,4.941907,,1.283,,,,5563.0,0.927,0.881,0.014,4.45
CONFIRMED,9.22453,,1.36,,,,5563.0,0.927,0.881,0.014,4.45
CONFIRMED,9.22453,,1.36,,,,5563.0,0.927,0.881,0.014,4.45
CONFIRMED,20.978959,,1.677,,,,5335.0,0.784,0.813,-0.171,4.559
CONFIRMED,20.978959,,1.677,,,,5335.0,0.784,0.813,-0.171,4.559
CONFIRMED,1.908084,,2.482,,,,5742.0,1.228,0.886,-0.036,4.204
CONFIRMED,1.908084,,2.482,,,,5742.0,1.228,0.886,-0.036,4.204
CONFIRMED,3.2141,0.0511,0.9898,,619.038,,5711.0,1.375,1.018,0.1415,4.1693
CONFIRMED,5.9382,0.0586,2.116,,243.518,,5590.0,0.977,0.893,0.014,4.412
CONFIRMED,0.8094,0.0117,0.7599,,921.755,,4116.0,0.7,0.808,-0.205,4.656
CONFIRMED,5.3301,0.0426,1.2327,,69.529,,4116.0,0.7,0.808,-0.205,4.656
CONFIRMED,4.3696,0.0487,1.219,,72.113,,4343.0,0.732,0.814,-0.102,4.621
CONFIRMED,6.669,0.0552,1.9287,,56.13,,4343.0,0.732,0.814,-0.102,4.621
CONFIRMED,4.0179694,0.027,1.015,7.5,4.82,412.4,3173.0,0.1965,0.1635,-0.13,5.066
CONFIRMED,4.017980538,,1.1017624,,4.644,374.41,3166.0,0.194357,,,5.07428
CONFIRMED,13.102,0.088,2.66,1652.707716,,447.0,3746.0,0.554,0.548,,4.691
CONFIRMED,6.535,0.063,3.31,699.2224954,,558.0,3861.0,0.5776,0.569,,4.67
CONFIRMED,20.35847252,0.1208,10.55,196.0,3.3,377.0,3711.0,0.541,0.562,-0.11,4.74
CONFIRMED,20.35954,,10.85,,,,3728.0,0.539092,0.535338,,4.70337
CONFIRMED,20.35507391,,10.50799334,,3.5797,350.82,3728.0,0.539092,,,4.70337
CONFIRMED,20.359,,,,,,3728.0,0.539092,0.535338,,4.70337
CONFIRMED,20.358748,,10.0,,,,,0.53,,,
CONFIRMED,20.35919,,11.3,,,,,0.55,,,
CONFIRMED,6.68796,0.0617,2.15,,44.1,,4613.0,0.643,0.702,,4.659
CONFIRMED,6.6874352,,2.79,,,,4476.0,0.69,,,
CONFIRMED,6.68851,,2.25,,,,,0.658,,,
CONFIRMED,3.471149,,4.51,,,939.3,3840.6,0.542,0.571,,
CONFIRMED,3.471341,0.038,4.75,,46.4,,3889.72,0.587449,0.598864,,
CONFIRMED,3.47114,0.03784,4.13,,49.0,,3939.0,0.57,0.6,,4.698
CONFIRMED,3.471280262,,4.2314265,,38.8531,636.76,3696.0,0.563,,,4.68275
CONFIRMED,3.471136,,5.16,,,,,0.61,,,
CONFIRMED,3.471285,,4.37,,,,3720.0,0.5,,,
CONFIRMED,2.198884,,2.42,,,1093.7,3840.6,0.542,0.571,,
CONFIRMED,2.19945,,2.6,,,,,0.61,,,
CONFIRMED,5.656256,,2.08,,,,5840.0,1.03,,,
CONFIRMED,5.65621,,3.13,,,,,1.617,,,
CONFIRMED,5.657,0.06,2.433,,,,5912.0,1.58,1.15,0.0,4.101
CONFIRMED,5.65706,,2.16,,,1211.0,5989.0,1.09,,-0.02,
CONFIRMED,5.656304,,2.93920584,,,,5722.0,1.561446,1.049582,0.04,4.02
CONFIRMED,5.65688,0.0651,2.72,,646.0,,5912.0,1.58,1.15,,4.101
CONFIRMED,1.729268124,,12.6001269,,313.9308,1073.56,4377.0,0.766495,,,4.50156
CONFIRMED,1.7292577,,11.4,,,,,0.729,,,
CONFIRMED,1.729257,0.025,10.44,,380.5,,4262.1,0.685548,0.682189,,
CONFIRMED,1.7292684,0.0224,6.71,,100.0,,4103.0,0.445,0.503,,4.824
CONFIRMED,1.7292591,,11.0,,,,4271.0,0.66,,,
CONFIRMED,19.1541,0.13821,2.05,,119.0,,6256.0,1.29,0.96,,4.198
CONFIRMED,19.153765,,2.65,,,,6234.0,1.32,,,
CONFIRMED,19.15454,,2.47140597,,,,6114.0,1.328888,1.015093,-0.32,4.11
CONFIRMED,19.153,,2.4,,,,,1.25,,,
CONFIRMED,19.15344,,2.04,,,889.0,6445.0,1.12,,-0.5,
CONFIRMED,31.6372,0.1779,1.89,,10.7,,5054.0,0.76,0.75,,4.544
CONFIRMED,31.6551,,2.48,,,,,0.774,,,
CONFIRMED,31.646306,,2.53,,,,4810.0,0.73,,,
CONFIRMED,20.5065,0.1344,2.24,,15.3,,4899.0,0.73,0.77,,4.603
CONFIRMED,20.5107,,2.23,,,,,0.662,,,
CONFIRMED,20.507693,,2.78,,,,4728.0,0.72,,,
CONFIRMED,2.7706297,,3.36,,,,4329.0,0.67,,,
CONFIRMED,2.770522,,3.19,,,,,0.696,,,
CONFIRMED,2.77065,0.0309,1.93,,59.0,,4175.0,0.45,0.51,,4.81
CONFIRMED,5.73597,0.0504,1.5,,19.7,,4021.0,0.462,0.52,,4.823
CONFIRMED,5.73594,0.0532,1.91,,24.1,565.0,3930.0,0.57,0.61,-0.33,4.71
CONFIRMED,5.73491,0.0509,1.92,,,634.0,4102.0,0.52,0.53,-0.51,
CONFIRMED,5.7348462,,2.4,,,,4088.0,0.62,,,
CONFIRMED,5.73649,,4.2,,,,,0.532,,,
CONFIRMED,10.93406,0.0783,1.92,,,511.0,4102.0,0.52,0.53,-0.51,
CONFIRMED,10.93459,,2.02,,,,,0.532,,,
CONFIRMED,10.93241,0.0818,2.26,,10.2,456.0,3930.0,0.57,0.61,-0.33,4.71
CONFIRMED,10.9324,0.0775,1.64,,8.3,,4021.0,0.462,0.52,,4.823
CONFIRMED,8.75198,,2.29,,,,,0.634,,,
CONFIRMED,8.7529874,,2.46,,,,4252.0,0.65,,,
CONFIRMED,8.7529,0.0705,1.59,,18.8,,4326.0,0.546,0.611,,4.742
REFUTED,13.008383,,15.65133315,,,,5526.0,1.420548,,0.44,4.29
REFUTED,13.0106,,12.9,,,,,,,,
REFUTED,13.00819,,20.1,,,,,1.76,,,
REFUTED,13.008278,,8.68,,,,4639.0,0.71,,,
CONFIRMED,3.53482,0.0485,11.1,,1124.0,,6113.0,1.49,1.21,,4.14
CONFIRMED,3.535055,0.054,18.0,,,2004.0,7147.0,2.192,1.691,0.055,3.979
CONFIRMED,3.535155,,16.6,,,,,2.07,,,
CONFIRMED,3.5353975,,1.98,,,,3260.0,0.23,,,
CONFIRMED,12.20773,,2.34,,,,,0.713,,,
CONFIRMED,12.207632,,2.47,,,,4684.0,0.72,,,
CONFIRMED,12.20772,0.098,2.6,,,665.0,5263.0,0.807,0.851,-0.037,4.555
CONFIRMED,12.2054,0.0975,2.5,,52.5,,5269.0,0.85,0.83,,4.491
CONFIRMED,12.2091165,,,,,,4555.0,0.824666,0.718,,4.46164
CONFIRMED,9.7833,0.0761,2.6116925,,,560.0,3990.0,0.643,0.615,-0.02,4.61
CONFIRMED,9.7843,0.0671,1.15,,6.1,,3798.0,0.384,0.421,,4.891
CONFIRMED,2.84947127,,,,,,4279.0,0.737576,0.669,,4.52788
CONFIRMED,2.849271,,4.43,44.0,141.3,900.0,4300.0,0.715,0.688,0.376,4.566
CONFIRMED,2.8493,,,,,,4279.0,0.737576,0.669,,4.52788
CONFIRMED,2.8492816,,,,,,4456.0,0.63,0.696,,4.673
CONFIRMED,2.849274,0.035,4.38,,141.3,,4299.98,0.715385,0.687725,,
CONFIRMED,2.849282,,4.75272,,115.305,912.0,4279.0,0.74,,,4.53
CONFIRMED,2.849302,,4.07,,,,,0.662,,,
CONFIRMED,2.8492818,,4.43,,,,4237.0,0.65,,,
CONFIRMED,2.849258,0.03486,3.82,,115.0,,4456.0,0.63,0.696,,4.673
CONFIRMED,9.0073,0.0752,2.30905002,,,635.8,4413.0,0.671,0.699,0.08,4.629
CONFIRMED,9.007156,,2.53,,,,4388.0,0.68,,,
CONFIRMED,9.0063,0.0746,2.1,,24.1,,4434.0,0.621,0.683,,4.68
CONFIRMED,9.0074,,2.18,,,,,0.599,,,
CONFIRMED,7.0525273,,2.62,,,,4998.0,0.76,,,
CONFIRMED,7.05254,0.0692,2.68,,118.0,,5413.0,0.86,0.89,,4.522
CONFIRMED,7.05235,,2.72,,,,,0.837,,,
CONFIRMED,7.052475,,2.59425303,,,,5134.0,0.803348,0.857874,0.11,4.54
CONFIRMED,7.05240378,,,,,,5020.0,0.836424,0.834,,4.51438
CONFIRMED,2.53726,0.035,1.62,,462.0,,5413.0,0.86,0.89,,4.522
CONFIRMED,2.537071,,1.62512091,,,,5134.0,0.803348,0.857874,0.11,4.54
CONFIRMED,2.5370422,,1.64,,,,4998.0,0.76,,,
CONFIRMED,2.53712,,1.71,,,,,0.837,,,
CONFIRMED,22.881145,,1.78,,,,4998.0,0.76,,,
CONFIRMED,22.882,,1.84,,,,,0.837,,,
CONFIRMED,22.88159,,1.75221592,,,,5134.0,0.803348,0.857874,0.11,4.54
CONFIRMED,22.8827,0.1517,1.71,,24.6,,5413.0,0.86,0.89,,4.522
CONFIRMED,20.6921,0.1354,2.41,,17.1,,5055.0,0.731,0.774,,4.592
CONFIRMED,20.6915,,2.1,,,,,0.64,,,
CONFIRMED,20.698453,,2.69,,,,4775.0,0.73,,,
CONFIRMED,11.2954,0.0905,2.3,,38.3,,5055.0,0.731,0.774,,4.592
CONFIRMED,11.29665,,2.08,,,,,0.64,,,
CONFIRMED,11.295158,,2.47,,,,4775.0,0.73,,,
CONFIRMED,30.944593,,2.31215242,,,,5617.0,0.86302,0.93034,-0.12,4.67
CONFIRMED,30.9403,,2.44,,,,,0.8649,,,
CONFIRMED,30.944648,,3.06,,,,5710.0,0.96,,,
CONFIRMED,30.9349,0.1882,2.5,,28.6,,5767.0,1.01,0.93,,4.398
CONFIRMED,30.94191,0.1898,2.5,,,615.0,5850.0,0.96,0.97,-0.14,
CONFIRMED,3.00265,0.045,7.655747,135.39558,,1400.0,5500.0,1.12,0.97,0.01,4.07
CONFIRMED,3.0026376,,6.45,,,,5425.0,0.86,,,
CONFIRMED,3.002627,0.04179,9.9,,1212.0,,5749.0,1.47,1.08,,4.139
CONFIRMED,3.00234671,,,,,,5630.0,1.45479,1.0,0.18,4.11247
CONFIRMED,3.0026215,,14.0672,,4289.27,2254.0,5630.0,1.45,,,4.11
CONFIRMED,3.002654,,10.45,,,,,1.525,,,
CONFIRMED,3.0026,,,,,,5630.0,1.45479,1.0,0.18,4.11247
CONFIRMED,2.57333,,2.03,,,,,1.046,,,
CONFIRMED,2.5735352,,1.94,,,,5680.0,0.95,,,
CONFIRMED,2.573413,,1.93284331,,,,5761.0,1.015751,1.030202,0.17,4.38
CONFIRMED,2.57302,0.0392,2.48,,1686.0,,6293.0,1.36,1.21,,4.25
CONFIRMED,2.57336,,1.92,,730.0,1325.0,5748.0,0.995,0.97,0.03,4.38
CONFIRMED,2.57275378,,,,,,5718.0,1.00125,1.02,,4.44558
CONFIRMED,6.67202,0.0636,2.14,,66.0,,4880.0,0.73,0.77,,4.604
CONFIRMED,6.6717686,,2.18,,,,4500.0,0.69,,,
CONFIRMED,6.67196,,1.697,,,,,0.577,,,
CONFIRMED,6.67010938,,,,,,4555.0,0.695645,0.718,,4.60942
CONFIRMED,6.671774,,1.92561267,,,,4636.0,0.647947,0.684147,-0.29,4.7
CONFIRMED,6.67199,,2.02,,46.7,666.0,4455.0,0.696,0.67,-0.1,4.57
CONFIRMED,16.1966,0.1148,2.14,,20.5,,4880.0,0.73,0.77,,4.604
CONFIRMED,16.197189,,2.11,,,,4500.0,0.69,,,
CONFIRMED,16.197201,,1.89069587,,,,4636.0,0.647947,0.684147,-0.29,4.7
CONFIRMED,16.19697,,1.99,,14.3,495.0,4455.0,0.696,0.67,-0.1,4.57
CONFIRMED,16.19803,,1.73,,,,,0.577,,,
CONFIRMED,20.2653,,2.89,,,,,1.269,,,
CONFIRMED,20.258209,,2.08,,,,5686.0,0.95,,,
CONFIRMED,20.257,0.1627,3.22,,188.0,,6771.0,1.63,1.4,,4.15
CONFIRMED,25.457815,,2.99,,,,5686.0,0.95,,,
CONFIRMED,25.4556,0.189,3.9,,139.0,,6771.0,1.63,1.4,,4.15
CONFIRMED,25.4569,,3.66,,,,,1.269,,,
CONFIRMED,6.53044,0.0619,2.07,,98.0,,5312.0,0.726,0.741,,4.576
CONFIRMED,6.53142,,2.79,,,,,0.867,,,
CONFIRMED,6.53147301,,,,,,5391.0,0.875405,0.94,,4.52678
CONFIRMED,6.5311178,,2.85,,,,5313.0,0.82,,,
CONFIRMED,12.64655,,1.47,,,,,0.722,,,
CONFIRMED,12.6475,0.1014,1.58,,45.0,,5213.0,0.84,0.87,,4.533
CONFIRMED,12.647849,,1.65,,,,4711.0,0.72,,,
CONFIRMED,12.65309622,,,,,,,,,,
CONFIRMED,12.647815,,1.38162499,,,,4799.0,0.668753,0.701917,-0.34,4.55
CONFIRMED,5.0689232,,2.93,,,,6490.0,1.59,,,
CONFIRMED,5.06963,0.05983,2.49,21.3,840.0,1372.0,5887.0,1.67,1.11,-0.047,4.03
CONFIRMED,5.06965,0.06069,2.49,,897.0,,5958.0,1.71,1.16,,4.035
CONFIRMED,5.06939,,2.75,16.0,980.0,1427.0,5865.0,1.79,1.06,-0.05,3.99
REFUTED,24.38752,,22.4,,,,,1.43,,,
REFUTED,24.387407,,18.3,,,,5931.0,1.09,,,
REFUTED,24.3949924,,,,,,6059.0,1.53945,1.13,,4.11642
REFUTED,24.38724,,17.4,,,,,,,,
REFUTED,24.3872,,,,,,6059.0,1.53945,1.13,,4.11642
CONFIRMED,8.0549321,,2.01,,,,4720.0,0.72,,,
CONFIRMED,8.05428,0.0708,1.58,,41.0,,4746.0,0.675,0.73,,4.632
CONFIRMED,8.05423,,1.73,,,,,0.655,,,
CONFIRMED,8.054787,,1.82830556,,,,4893.0,0.702294,0.751397,-0.21,4.74
CONFIRMED,7.065,,2.4,,,,,0.491,,,
CONFIRMED,7.06599,0.0591,2.32,,17.9,,4127.0,0.491,0.551,,4.786
CONFIRMED,7.0658874,,3.07,,,,4059.0,0.61,,,
CONFIRMED,28.6781,0.1867,4.03523305,,,786.0,5700.0,1.533,1.056,0.049,4.092
CONFIRMED,28.6777,0.1864,4.12,,125.0,,5715.0,2.13,1.05,,3.817
CONFIRMED,28.67992,0.1814,2.67,,,651.0,5772.0,0.96,0.97,-0.07,
CONFIRMED,28.6911,,4.3,,,,,1.597,,,
CONFIRMED,13.978518,,2.75039475,,,,5131.0,0.798574,0.847597,0.06,4.53
CONFIRMED,13.98746633,,,,,,5064.0,0.792485,0.846,,4.56746
CONFIRMED,13.97876,,2.77,,,,5026.0,0.77,,,
CONFIRMED,13.9782,,2.69,,,,,0.783,,,
CONFIRMED,13.97896,0.1112,2.89,,62.0,,5622.0,0.93,0.94,,4.478
CONFIRMED,6.98541,0.0559,2.15,,13.4,,4006.0,0.426,0.477,,4.852
CONFIRMED,6.9862794,,3.32,,,,3891.0,0.57,,,
CONFIRMED,5.57739,0.037,0.75,,5.4,,3497.0,0.232,0.217,,5.048
CONFIRMED,5.577212,0.04,1.08,,8.5,,3360.47,0.330989,0.271365,,
CONFIRMED,5.5773147,,1.54,,,,3563.0,0.43,,,
CONFIRMED,15.189034,0.078,1.16,,2.2,,3360.47,0.330989,0.271365,,
CONFIRMED,15.1871,0.0722,0.86,,1.41,,3497.0,0.232,0.217,,5.048
CONFIRMED,7.760178,0.05,1.01,,5.4,,3360.47,0.330989,0.271365,,
CONFIRMED,7.7599,0.0461,0.73,,3.5,,3497.0,0.232,0.217,,5.048
CONFIRMED,24.158868,0.106,1.29,,1.2,,3360.47,0.330989,0.271365,,
CONFIRMED,24.1669,0.098,0.82,,0.76,,3497.0,0.232,0.217,,5.048
CONFIRMED,7.49556,,2.58,9.2,209.0,968.0,5867.0,1.058,1.02,0.04,4.39
CONFIRMED,7.49543,0.07619,2.45,,213.0,,5922.0,1.06,1.05,,4.409
CONFIRMED,7.495,,,,,,5865.0,1.05721,1.061,0.03,4.41546
CONFIRMED,7.49569,,2.71,,,,,1.079,,,
CONFIRMED,7.49491004,,,,,,5865.0,1.05721,1.061,0.03,4.41546
CONFIRMED,7.495692,,2.62539115,,,,5844.0,1.051008,1.043192,0.09,4.35
CONFIRMED,7.4956613,,4.74,,,,6634.0,1.77,,,
CONFIRMED,19.565086,,2.94,,,,5804.0,1.01,,,
CONFIRMED,19.5688,,3.66,,,,,1.047,,,
CONFIRMED,19.565557,,2.95906745,,,,5929.0,1.086156,0.987182,-0.21,4.24
CONFIRMED,19.5666,0.1402,2.31,,59.1,,6060.0,0.98,0.96,,4.444
CONFIRMED,7.817949,,2.54862479,,,,6022.0,1.238022,1.173509,0.3,4.26
CONFIRMED,7.8142,0.081,2.67,,430.0,,5995.0,1.56,1.16,,4.118
CONFIRMED,7.81751,,3.08,,,,,1.492,,,
CONFIRMED,7.8173399,,2.16,,,,5800.0,1.01,,,
CONFIRMED,18.286069,,2.62624197,,,,6022.0,1.238022,1.173509,0.3,4.26
CONFIRMED,18.311,0.1429,2.77,,138.0,,5995.0,1.56,1.16,,4.118
CONFIRMED,18.289,,3.16,,,,,1.492,,,
CONFIRMED,18.283257,,2.31,,,,5800.0,1.01,,,
REFUTED,11.98934,,14.77,,,,,1.726,,,
REFUTED,11.9897,,,,,,5759.0,1.57442,1.03,0.02,4.05666
REFUTED,11.99899626,,,,,,5759.0,1.57442,1.03,0.02,4.05666
REFUTED,23.9726,,11.1,,,,,,,,
REFUTED,11.989686,,9.01,,,,5700.0,0.96,,,
CONFIRMED,8.199814,,2.49801045,,,,5070.0,0.783982,0.851503,0.12,4.67
CONFIRMED,8.199796,,2.3,603.877,58.0,,4970.0,0.76,0.8,0.29,4.47
CONFIRMED,8.20075,0.076,2.47,,83.0,,5297.0,0.83,0.87,,4.544
CONFIRMED,8.20023,,2.53,,,,,0.782,,,
CONFIRMED,8.2008,,,,,,4865.6,0.793476,0.793,0.237,4.53827
CONFIRMED,8.200087461,,2.79975419,,58.2025,704.46,4865.6,0.793476,,,4.54
CONFIRMED,8.2000844,0.0753,2.4996027,,,806.0,5160.0,0.792,0.847,0.13,4.569
REFUTED,2.29016,,1.42,,,,,,,,
REFUTED,2.294185,,1.95611,,304.4789,1065.39,5062.0,0.707445,,,4.62
CONFIRMED,10.9947,0.0988,4.09,9.2,181.0,1022.0,5897.0,1.265,1.066,0.035,
CONFIRMED,10.99497,,3.99,3.8,174.0,925.0,5853.0,1.247,1.01,0.0,4.18
CONFIRMED,10.993948,,3.14685573,,,,5839.0,1.038427,1.06195,0.2,4.41
CONFIRMED,10.994748,,4.05,,,,5926.0,1.247,1.06,,4.249
CONFIRMED,21.99036194,,4.60346552,,56.4701,699.16,5294.0,1.33417,,,4.14669
CONFIRMED,10.99501,,4.55,,,,,1.3704,,,
CONFIRMED,10.99573,0.0987,3.69,,186.0,,5926.0,1.28,1.06,,4.249
CONFIRMED,10.35848367,,,,,,4779.0,0.771581,0.77,0.01,4.5498
CONFIRMED,10.35176,0.0856,2.97,,,691.0,4890.0,0.74,0.79,-0.01,
CONFIRMED,10.3516,,2.86,,,,,0.712,,,
CONFIRMED,10.35239,0.0856,3.58,,37.7,631.0,4870.0,0.74,0.78,-0.02,4.52
CONFIRMED,10.3535,0.0877,3.32,,52.0,,5147.0,0.8,0.84,,4.562
CONFIRMED,10.353263,,3.09,,,,4797.0,0.73,,,
CONFIRMED,5.06468,,2.31,,,877.0,,,,,
CONFIRMED,5.0639064,,2.46,,,,4797.0,0.73,,,
CONFIRMED,5.06416,0.0532,2.41,,97.8,801.0,4870.0,0.74,0.78,-0.02,4.52
CONFIRMED,5.06347,,2.32,,,,,0.712,,,
CONFIRMED,5.06408,0.0545,2.44,,135.0,,5147.0,0.8,0.84,,4.562
CONFIRMED,19.0918,0.135,2.01,,32.5,,5441.0,0.87,0.9,,4.519
CONFIRMED,19.09995,,2.11327433,,,,5377.0,0.841458,0.913111,0.07,4.65
CONFIRMED,19.0912,,2.03,,,,,0.785,,,
CONFIRMED,5.605309,,1.48914397,,,,5377.0,0.841458,0.913111,0.07,4.65
CONFIRMED,5.605,0.0596,1.47,,166.0,,5441.0,0.87,0.9,,4.519
CONFIRMED,5.60473,,1.41,,,,,0.785,,,
CONFIRMED,28.8819,,2.39,,,,,0.785,,,
CONFIRMED,28.867253,,2.55211506,,,,5377.0,0.841458,0.913111,0.07,4.65
CONFIRMED,6.102325,0.059,1.97,,62.9,,4674.13,0.634663,0.745273,,
CONFIRMED,6.10099028,,,,,,4784.0,0.756173,0.772,,4.56844
CONFIRMED,6.10241,,2.38,,,,,0.702,,,
CONFIRMED,6.10224,0.0579,1.82,,44.0,,4530.0,0.631,0.697,,4.668
REFUTED,7.195834,,2.6,,,,,,,,
CONFIRMED,2.747227,0.032,1.71,,38.8,,3875.75,0.547001,0.594112,,
CONFIRMED,2.74697,0.03014,1.244,,41.5,,3910.0,0.424,0.484,,4.863
CONFIRMED,2.747128,,1.36,,,,,0.424,,,
CONFIRMED,9.99767,0.07131,1.483,,7.42,,3910.0,0.424,0.484,,4.863
CONFIRMED,9.99791,,1.7,,,,,0.424,,,
CONFIRMED,9.997442,0.076,2.11,,6.9,,3875.75,0.547001,0.594112,,
CONFIRMED,10.00102551,,,,,,3848.0,0.562821,0.556642,,4.6829
CONFIRMED,6.42149,,2.51,,,,,0.836,,,
CONFIRMED,6.4215,0.0665,2.41,,178.0,,5652.0,0.93,0.95,,4.481
CONFIRMED,27.86,0.1768,2.03,,25.3,,5652.0,0.93,0.95,,4.481
CONFIRMED,27.8522,,2.16,,,,,0.836,,,
CONFIRMED,0.684559,,1.2,,,,4427.0,0.68,,-0.36,4.3
CONFIRMED,0.684533,0.01263,1.01,,479.0,,4268.0,0.507,0.573,,4.776
CONFIRMED,0.68458757,,,,,,4222.0,0.734112,0.66,,4.52609
CONFIRMED,0.684541,,1.36,,,,,0.671,,,
CONFIRMED,0.684575,,1.4,,,,4462.0,0.71,,-0.28,4.17
CONFIRMED,0.684553,,1.27572042,,,,4441.0,0.646851,0.678307,-0.14,4.65
CONFIRMED,0.684538626,,1.4,3.2,800.0,1355.0,4232.0,0.71,0.7,0.14,4.44
CONFIRMED,0.684557,0.013,1.37,,1069.1,,4376.21,0.675849,0.69834,,
CONFIRMED,8.77683,0.077,1.96,,78.0,,5482.0,0.76,0.79,,4.579
CONFIRMED,8.77709,,5.1,,,,,0.8,,,
CONFIRMED,8.775864,,1.97521161,,,,5129.0,0.721964,0.757495,-0.35,4.52
CONFIRMED,9.726618,0.094,7.6,,,979.0,5747.0,1.401,1.164,0.328,4.208
CONFIRMED,9.72665,,7.23871,,361.739,1214.0,5583.6,1.45,,,4.11
CONFIRMED,9.72739,0.0876,4.6,,85.0,,5406.0,0.93,0.947,,4.47
CONFIRMED,9.72664,,8.42,,,,,1.508,,,
CONFIRMED,4.6122,0.0345,1.23,,7.8,,3537.0,0.256,0.258,,5.022
CONFIRMED,4.61244,,1.27,,,,,0.256,,,
CONFIRMED,4.61228,0.042,2.3,,16.4,,3624.15,0.459539,0.477046,,
CONFIRMED,1.096026,0.01462,0.615,,78.0,,3691.0,0.318,0.347,,4.965
CONFIRMED,1.095962,,0.617,,,,,0.318,,,
CONFIRMED,1.095979,0.017,1.08,,144.4,,3677.0,0.535057,0.531616,,4.70687
CONFIRMED,18.44951,,3.09,,,,,0.468,,,
CONFIRMED,18.44883,0.0848,1.6,,,284.0,3468.0,0.25,0.24,-0.46,
CONFIRMED,18.448653,,3.33,,,,3765.0,0.52,,,
CONFIRMED,18.4474,0.1098,5.6,,4.4,,4052.0,0.468,0.519,,4.816
CONFIRMED,18.4498,0.091,2.25,,1.36,314.0,3390.0,0.31,0.3,-0.25,
CONFIRMED,13.733314,0.096,2.6,,,502.0,4484.0,0.619,0.629,-0.225,4.653
CONFIRMED,13.7311,0.0926,2.04,,7.5,,4136.0,0.494,0.562,,4.791
CONFIRMED,13.734907,0.1,2.53,,10.2,,4421.98,0.634754,0.704613,,
CONFIRMED,13.73288,,2.64,,,,,0.646,,,
CONFIRMED,13.71468745,,,,,,4133.13,0.650887,0.647,-0.038,4.62196
CONFIRMED,2.900706,0.035,1.3,,80.8,,4421.98,0.634754,0.704613,,
CONFIRMED,2.90032,0.0328,1.02,,59.0,,4136.0,0.494,0.562,,4.791
CONFIRMED,2.90022,,1.36,,,,,0.646,,,
CONFIRMED,1.419549,0.0164,1.1,,46.0,,3622.0,0.284,0.292,,5.0
CONFIRMED,1.419714,,1.18,,,,,0.284,,,
CONFIRMED,1.41929871,,,,,,3326.0,0.361559,0.347552,,4.86273
CONFIRMED,1.419604,0.018,1.22,,56.1,,3488.9,0.32067,0.383934,,
REFUTED,0.701818,,2.56,,,,,,,,
CONFIRMED,10.1346454,0.0525,3.31,,,474.0,3566.0,0.4,0.41,0.1,4.85
CONFIRMED,10.134279,,14.8,,,,,0.43,,,
CONFIRMED,10.13389,0.0653,3.47,,,,3471.0,0.402,0.361,0.11,
CONFIRMED,10.134016,0.0696,3.88,,,383.0,3548.0,0.42,0.44,-0.03,4.84
CONFIRMED,10.134231,,1.76,,,,,0.226,,,
CONFIRMED,10.135091,,3.7,,,,3410.0,0.44,0.43,0.14,
CONFIRMED,10.1338,,,,,,3411.0,0.414978,0.408283,,4.81298
CONFIRMED,10.13446,,1.92,,,,,0.226,,,
